Site;Depth;ProjArea;StraightLength;StraightWidth;WLRatio
NGO;185;0.013313609;0.605769226;0.060096153;0.0992
NGO;185;0.013498521;0.256009613;0.084134613;0.3286
NGO;185;0.013683432;0.263221161;0.067307693;0.2557
NGO;185;0.014238166;0.421875;0.072115387;0.1709
NGO;185;0.014515532;0.304086548;0.06971154;0.2292
NGO;185;0.014515532;0.336538452;0.144230774;0.4286
NGO;185;0.014885355;0.375;0.106971153;0.2853
NGO;185;0.015255178;0.397836548;0.060096153;0.1511
NGO;185;0.015347633;0.356971161;0.158653839;0.4444
NGO;185;0.015532544;0.356971161;0.063701923;0.1785
NGO;185;0.015625;0.298076935;0.08653846;0.2903
NGO;185;0.016087278;0.328125;0.067307693;0.2051
NGO;185;0.016179733;0.663461548;0.056490383;0.0851
NGO;185;0.016642012;0.497596161;0.061298077;0.1232
NGO;185;0.016826924;0.335336548;0.074519234;0.2222
NGO;185;0.017936391;0.657451904;0.056490383;0.0859
NGO;185;0.018028846;0.629807678;0.05408654;0.0859
NGO;185;0.019323225;0.408653839;0.078125;0.1912
NGO;185;0.019785504;0.46875;0.075721153;0.1615
NGO;185;0.020155326;0.362980774;0.087740387;0.2417
NGO;185;0.020340236;0.348557678;0.090144234;0.2586
NGO;185;0.020340236;0.734375;0.060096153;0.0818
NGO;185;0.020525148;0.733173096;0.056490383;0.0770
NGO;185;0.021172338;0.478365387;0.078125;0.1633
NGO;185;0.021819527;0.34375;0.097355766;0.2832
NGO;185;0.02237426;0.602163452;0.063701923;0.1058
NGO;185;0.022836539;0.331730774;0.153846161;0.4638
NGO;185;0.023113906;0.573317322;0.06971154;0.1216
NGO;185;0.025425295;0.466346161;0.10216346;0.2191
NGO;185;0.025795119;0.431490387;0.084134613;0.1950
NGO;185;0.025887574;0.561298096;0.07932692;0.1413
NGO;185;0.027089496;0.288461548;0.193509613;0.6708
NGO;185;0.027551775;0.407451935;0.096153847;0.2360
NGO;185;0.02829142;0.538461548;0.090144234;0.1674
NGO;185;0.029123521;0.356971161;0.237980774;0.6667
NGO;185;0.029308432;0.574519226;0.149038467;0.2594
NGO;185;0.029400887;0.633413452;0.081730766;0.1290
NGO;185;0.029493344;0.459134613;0.098557693;0.2147
NGO;185;0.029585799;0.438701935;0.105769234;0.2411
NGO;185;0.029770711;0.268028839;0.165865387;0.6188
NGO;185;0.029770711;0.65384613;0.096153847;0.1471
NGO;185;0.032174557;0.73197113;0.09495192;0.1297
NGO;185;0.032821746;0.480769226;0.131009613;0.2725
NGO;185;0.033284023;0.68990387;0.082932693;0.1202
NGO;185;0.033561391;0.621394226;0.127403847;0.2050
NGO;185;0.033561391;0.430288452;0.151442307;0.3520
NGO;185;0.033838758;0.52884613;0.112980766;0.2136
NGO;185;0.034301035;0.439903839;0.140625;0.3197
NGO;185;0.035595414;0.427884613;0.12620192;0.2949
NGO;185;0.036704883;0.550480774;0.138221161;0.2511
NGO;185;0.03698225;0.561298096;0.096153847;0.1713
NGO;185;0.039108727;0.628605774;0.084134613;0.1338
NGO;185;0.039386094;0.62740387;0.09254808;0.1475
NGO;185;0.041420117;0.605769226;0.105769234;0.1746
NGO;185;0.041697484;0.697115356;0.115384613;0.1655
NGO;185;0.042529586;0.671875;0.09495192;0.1413
NGO;185;0.042991863;0.307692322;0.230769226;0.7500
NGO;185;0.043546598;0.612980774;0.106971153;0.1745
NGO;185;0.044193785;0.439903839;0.162259613;0.3689
NGO;185;0.044286242;0.703125;0.109375;0.1556
NGO;185;0.045210797;0.826923096;0.120192307;0.1453
NGO;185;0.046412723;0.641826904;0.114182693;0.1779
NGO;185;0.050943047;0.692307678;0.574519226;0.8299
NGO;185;0.051775148;0.894230774;0.097355766;0.1089
NGO;185;0.055843195;0.753605774;0.11057692;0.1467
NGO;185;0.058154586;1.323317261;0.277644226;0.2098
NGO;185;0.062222633;0.802884644;0.134615387;0.1677
NGO;185;0.063054734;0.913461548;0.11658654;0.1276
NGO;185;0.065273668;1.282451904;0.145432693;0.1134
NGO;185;0.06629068;0.516826904;0.183894226;0.3558
NGO;185;0.06823225;0.413461548;0.280048065;0.6773
NGO;185;0.068971891;0.586538452;0.180288467;0.3074
NGO;185;0.071283281;0.65384613;0.175480774;0.2684
NGO;185;0.072207844;0.88822113;0.129807693;0.1461
NGO;185;0.075258875;0.40625;0.300480774;0.7396
NGO;185;0.076368344;0.532451904;0.242788467;0.4560
NGO;185;0.077107984;0.9375;0.17307692;0.1846
NGO;185;0.079881656;1.210336548;0.120192307;0.0993
NGO;185;0.081083578;0.450721161;0.361778839;0.8027
NGO;185;0.083210063;0.675480774;0.179086533;0.2651
NGO;185;0.0895895;0.914663452;0.158653839;0.1735
NGO;185;0.094397188;1.097355713;0.174278839;0.1588
NGO;185;0.098372781;0.516826904;0.287259613;0.5558
NGO;185;0.098557695;1.199519287;0.162259613;0.1353
NGO;185;0.101516273;0.848557678;0.282451935;0.3329
NGO;185;0.114275148;1.222355713;0.206730774;0.1691
NGO;185;0.120747039;0.741586548;0.25120192;0.3387
NGO;185;0.121764055;0.741586548;0.356971161;0.4814
NGO;185;0.122411242;1.177884644;0.182692307;0.1551
NGO;185;0.124260352;2.597355713;0.15625;0.0602
NGO;185;0.126664203;1.21875;0.236778839;0.1943
NGO;185;0.137851328;0.788461548;0.236778839;0.3003
NGO;185;0.139145703;2.756009521;0.138221161;0.0502
NGO;185;0.142474109;2.361778809;0.131009613;0.0555
NGO;185;0.147744078;2.340144287;0.329326935;0.1407
NGO;185;0.152366859;1.037259644;0.209134613;0.2016
NGO;185;0.155325438;0.993990356;0.395432678;0.3978
NGO;185;0.155880172;2.393028809;0.174278839;0.0728
NGO;185;0.159670859;1.493990356;0.289663452;0.1939
NGO;185;0.332193063;2.443509521;0.629807678;0.2577
NGO;185;0.336630906;1.679086548;0.759615356;0.4524
NGO;185;0.353180469;1.290865356;0.699519226;0.5419
NGO;185;0.377311375;0.894230774;0.692307678;0.7742
NGO;185;1.40264425;3.092548096;0.712740356;0.2305
NGO;185;9.25E-05;0.009615385;0.009615385;1.0000
NGO;186;0.001017012;0.048076923;0.028846153;0.6000
NGO;186;0.001109467;0.11658654;0.025240385;0.2165
NGO;186;0.001201923;0.090144234;0.022836538;0.2533
NGO;186;0.001294379;0.084134613;0.028846153;0.3429
NGO;186;0.001664201;0.090144234;0.028846153;0.3200
NGO;186;0.001941568;0.08653846;0.03846154;0.4444
NGO;186;0.002218935;0.087740387;0.03846154;0.4384
NGO;186;0.002311391;0.081730766;0.03846154;0.4706
NGO;186;0.002588757;0.078125;0.05408654;0.6923
NGO;186;0.002588757;0.087740387;0.046875;0.5342
NGO;186;0.002866124;0.105769234;0.04326923;0.4091
NGO;186;0.003051035;0.135817307;0.037259617;0.2743
NGO;186;0.003051035;0.105769234;0.04326923;0.4091
NGO;186;0.003143491;0.091346153;0.048076923;0.5263
NGO;186;0.003143491;0.091346153;0.045673077;0.5000
NGO;186;0.003328402;0.11658654;0.03846154;0.3299
NGO;186;0.003420858;0.112980766;0.04326923;0.3830
NGO;186;0.003605769;0.146634613;0.03846154;0.2623
NGO;186;0.003605769;0.125;0.042067307;0.3365
NGO;186;0.003883136;0.147836533;0.04326923;0.2927
NGO;186;0.003975592;0.105769234;0.052884617;0.5000
NGO;186;0.003975592;0.087740387;0.07692308;0.8767
NGO;186;0.004160503;0.158653839;0.04326923;0.2727
NGO;186;0.004345414;0.158653839;0.049278847;0.3106
NGO;186;0.005177515;0.158653839;0.056490383;0.3561
NGO;186;0.005362426;0.195913467;0.045673077;0.2331
NGO;186;0.005454882;0.209134613;0.03846154;0.1839
NGO;186;0.005547337;0.264423065;0.03966346;0.1500
NGO;186;0.005824704;0.18629808;0.051682693;0.2774
NGO;186;0.006009615;0.198317307;0.057692307;0.2909
NGO;186;0.006564349;0.105769234;0.08653846;0.8182
NGO;186;0.007119083;0.417067322;0.040865383;0.0980
NGO;186;0.008598373;0.15625;0.10096154;0.6462
NGO;186;0.008690828;0.294471161;0.048076923;0.1633
NGO;186;0.008875739;0.180288467;0.06971154;0.3867
NGO;186;0.009060651;0.328125;0.042067307;0.1282
NGO;186;0.009153106;0.253605774;0.057692307;0.2275
NGO;186;0.009153106;0.266826935;0.05528846;0.2072
NGO;186;0.009522929;0.318509613;0.049278847;0.1547
NGO;186;0.009615385;0.329326935;0.05048077;0.1533
NGO;186;0.009985207;0.246394226;0.060096153;0.2439
NGO;186;0.010262574;0.349759613;0.067307693;0.1924
NGO;186;0.01053994;0.318509613;0.05048077;0.1585
NGO;186;0.010909764;0.328125;0.072115387;0.2198
NGO;186;0.011094675;0.288461548;0.063701923;0.2208
NGO;186;0.01118713;0.430288452;0.056490383;0.1313
NGO;186;0.011649408;0.252403839;0.07692308;0.3048
NGO;186;0.012111687;0.353365387;0.068509613;0.1939
NGO;186;0.012204142;0.328125;0.057692307;0.1758
NGO;186;0.012204142;0.311298065;0.067307693;0.2162
NGO;186;0.013868343;0.453125;0.060096153;0.1326
NGO;186;0.014423077;0.282451935;0.08653846;0.3064
NGO;186;0.014885355;0.438701935;0.064903847;0.1479
NGO;186;0.015532544;0.413461548;0.064903847;0.1570
NGO;186;0.015532544;0.504807678;0.056490383;0.1119
NGO;186;0.015625;0.405048065;0.068509613;0.1691
NGO;186;0.015717456;0.573317322;0.05889423;0.1027
NGO;186;0.016457102;0.417067322;0.056490383;0.1354
NGO;186;0.016457102;0.377403839;0.082932693;0.2197
NGO;186;0.017104289;0.421875;0.064903847;0.1538
NGO;186;0.017196746;0.228365387;0.149038467;0.6526
NGO;186;0.017474113;0.418269226;0.07932692;0.1897
NGO;186;0.020247781;0.548076904;0.07692308;0.1404
NGO;186;0.020525148;0.515625;0.105769234;0.2051
NGO;186;0.020894971;0.413461548;0.099759613;0.2413
NGO;186;0.021449705;0.408653839;0.096153847;0.2353
NGO;186;0.021911982;0.270432678;0.174278839;0.6444
NGO;186;0.022004438;0.322115387;0.103365387;0.3209
NGO;186;0.02218935;0.371394226;0.183894226;0.4951
NGO;186;0.022281805;0.74759613;0.088942307;0.1190
NGO;186;0.022559172;0.510817322;0.082932693;0.1624
NGO;186;0.022744082;0.538461548;0.074519234;0.1384
NGO;186;0.023206361;0.51322113;0.209134613;0.4075
NGO;186;0.023946006;0.581730774;0.10817308;0.1860
NGO;186;0.024130918;0.538461548;0.073317307;0.1362
NGO;186;0.024315828;0.417067322;0.106971153;0.2565
NGO;186;0.02468565;0.461538452;0.106971153;0.2318
NGO;186;0.025240385;0.289663452;0.174278839;0.6017
NGO;186;0.02533284;0.680288452;0.08653846;0.1272
NGO;186;0.026072484;0.445913452;0.150240387;0.3369
NGO;186;0.026997041;0.403846161;0.125;0.3095
NGO;186;0.02764423;0.465144226;0.104567307;0.2248
NGO;186;0.028476332;0.407451935;0.122596153;0.3009
NGO;186;0.029770711;0.659855774;0.081730766;0.1239
NGO;186;0.030510355;0.548076904;0.087740387;0.1601
NGO;186;0.030972633;0.438701935;0.120192307;0.2740
NGO;186;0.031342455;0.271634613;0.23317308;0.8584
NGO;186;0.031897189;0.265625;0.192307693;0.7240
NGO;186;0.032267012;0.461538452;0.21875;0.4740
NGO;186;0.032359467;0.514423096;0.165865387;0.3224
NGO;186;0.033284023;0.481971161;0.098557693;0.2045
NGO;186;0.033838758;0.751201904;0.087740387;0.1168
NGO;186;0.035133137;0.78365387;0.08653846;0.1104
NGO;186;0.035410504;0.590144226;0.12620192;0.2138
NGO;186;0.037074703;0.625;0.135817307;0.2173
NGO;186;0.03735207;0.594951904;0.272836548;0.4586
NGO;186;0.037906805;0.703125;0.14182692;0.2017
NGO;186;0.038369082;0.66947113;0.08533654;0.1275
NGO;186;0.039108727;0.318509613;0.176682693;0.5547
NGO;186;0.039386094;0.663461548;0.122596153;0.1848
NGO;186;0.040403105;0.746394226;0.106971153;0.1433
NGO;186;0.041327664;0.429086548;0.145432693;0.3389
NGO;186;0.042437129;0.807692322;0.10096154;0.1250
NGO;186;0.04326923;0.944711548;0.114182693;0.1209
NGO;186;0.043639055;1.014423096;0.099759613;0.0983
NGO;186;0.044563609;1.043269287;0.080528847;0.0772
NGO;186;0.044563609;1.09375;0.10096154;0.0923
NGO;186;0.045395711;0.587740356;0.15504808;0.2638
NGO;186;0.04705991;0.491586548;0.133413467;0.2714
NGO;186;0.051127957;0.8125;0.099759613;0.1228
NGO;186;0.052052516;0.787259644;0.10817308;0.1374
NGO;186;0.06037352;0.811298096;0.112980766;0.1393
NGO;186;0.064256656;0.711538452;0.243990387;0.3429
NGO;186;0.06462648;0.692307678;0.461538452;0.6667
NGO;186;0.065551039;0.920673096;0.127403847;0.1384
NGO;186;0.065643492;0.72115387;0.20192308;0.2800
NGO;186;0.068509617;1.463942261;0.20192308;0.1379
NGO;186;0.069896453;1.245192261;0.10216346;0.0820
NGO;186;0.070821008;0.675480774;0.25;0.3701
NGO;186;0.078032547;0.70552887;0.227163467;0.3220
NGO;186;0.079789203;1.137019287;0.129807693;0.1142
NGO;186;0.081268492;0.594951904;0.326923065;0.5495
NGO;186;0.089312133;0.724759644;0.183894226;0.2537
NGO;186;0.09985207;1.230769287;0.159855774;0.1299
NGO;186;0.102625742;0.508413452;0.348557678;0.6856
NGO;186;0.155880172;1.064903809;0.242788467;0.2280
NGO;186;0.255269969;0.83052887;0.491586548;0.5919
NGO;187;0.002126479;0.07692308;0.042067307;0.5469
NGO;187;0.002218935;0.099759613;0.032451923;0.3253
NGO;187;0.002218935;0.09495192;0.03966346;0.4177
NGO;187;0.002496302;0.078125;0.048076923;0.6154
NGO;187;0.002496302;0.10817308;0.03485577;0.3222
NGO;187;0.002496302;0.087740387;0.037259617;0.4247
NGO;187;0.002588757;0.08653846;0.042067307;0.4861
NGO;187;0.002588757;0.091346153;0.037259617;0.4079
NGO;187;0.002681213;0.081730766;0.056490383;0.6912
NGO;187;0.002773669;0.132211533;0.048076923;0.3636
NGO;187;0.002866124;0.11658654;0.03966346;0.3402
NGO;187;0.00295858;0.121394234;0.036057693;0.2970
NGO;187;0.003051035;0.118990387;0.046875;0.3939
NGO;187;0.003235947;0.129807693;0.05528846;0.4259
NGO;187;0.003328402;0.104567307;0.04326923;0.4138
NGO;187;0.003328402;0.091346153;0.0625;0.6842
NGO;187;0.003420858;0.099759613;0.048076923;0.4819
NGO;187;0.003698225;0.158653839;0.042067307;0.2652
NGO;187;0.003883136;0.078125;0.067307693;0.8615
NGO;187;0.004252958;0.145432693;0.049278847;0.3388
NGO;187;0.005085059;0.138221161;0.056490383;0.4087
NGO;187;0.00526997;0.097355766;0.067307693;0.6914
NGO;187;0.005639793;0.163461533;0.048076923;0.2941
NGO;187;0.005732249;0.149038467;0.048076923;0.3226
NGO;187;0.006471894;0.121394234;0.073317307;0.6040
NGO;187;0.006656805;0.15625;0.057692307;0.3692
NGO;187;0.007951184;0.17307692;0.0625;0.3611
NGO;187;0.008136095;0.243990387;0.063701923;0.2611
NGO;187;0.008321006;0.257211548;0.048076923;0.1869
NGO;187;0.008690828;0.308894226;0.04326923;0.1401
NGO;187;0.008968195;0.253605774;0.057692307;0.2275
NGO;187;0.009892752;0.21754808;0.07692308;0.3536
NGO;187;0.01053994;0.478365387;0.046875;0.0980
NGO;187;0.010817308;0.253605774;0.068509613;0.2701
NGO;187;0.011002219;0.280048065;0.06971154;0.2489
NGO;187;0.01118713;0.490384613;0.05889423;0.1201
NGO;187;0.011926775;0.366586548;0.049278847;0.1344
NGO;187;0.012111687;0.5;0.03846154;0.0769
NGO;187;0.012389054;0.225961533;0.084134613;0.3723
NGO;187;0.012573965;0.366586548;0.068509613;0.1869
NGO;187;0.012573965;0.222355774;0.07692308;0.3459
NGO;187;0.012758876;0.228365387;0.098557693;0.4316
NGO;187;0.012758876;0.243990387;0.075721153;0.3103
NGO;187;0.013683432;0.401442322;0.063701923;0.1587
NGO;187;0.015902367;0.294471161;0.07692308;0.2612
NGO;187;0.016087278;0.403846161;0.0625;0.1548
NGO;187;0.017474113;0.359375;0.06971154;0.1940
NGO;187;0.017566568;0.525240356;0.07932692;0.1510
NGO;187;0.017751479;0.21995192;0.158653839;0.7213
NGO;187;0.017843936;0.572115356;0.073317307;0.1282
NGO;187;0.017936391;0.492788452;0.072115387;0.1463
NGO;187;0.018491125;0.581730774;0.064903847;0.1116
NGO;187;0.01858358;0.56009613;0.06971154;0.1245
NGO;187;0.01876849;0.454326935;0.082932693;0.1825
NGO;187;0.018860947;0.287259613;0.10096154;0.3515
NGO;187;0.01923077;0.498798065;0.063701923;0.1277
NGO;187;0.019508137;0.510817322;0.07091346;0.1388
NGO;187;0.020340236;0.408653839;0.06971154;0.1706
NGO;187;0.021172338;0.306490387;0.127403847;0.4157
NGO;187;0.02154216;0.234375;0.158653839;0.6769
NGO;187;0.021819527;0.350961548;0.112980766;0.3219
NGO;187;0.021911982;0.508413452;0.06971154;0.1371
NGO;187;0.023021449;0.307692322;0.13942308;0.4531
NGO;187;0.023206361;0.388221161;0.09495192;0.2446
NGO;187;0.024038461;0.65625;0.056490383;0.0861
NGO;187;0.024223373;0.506009613;0.06971154;0.1378
NGO;187;0.02450074;0.383413452;0.125;0.3260
NGO;187;0.025055473;0.727163452;0.087740387;0.1207
NGO;187;0.026534764;0.355769226;0.144230774;0.4054
NGO;187;0.02745932;0.394230774;0.127403847;0.3232
NGO;187;0.02764423;0.423076935;0.09254808;0.2188
NGO;187;0.028938609;0.502403839;0.09375;0.1866
NGO;187;0.028938609;0.608173096;0.07932692;0.1304
NGO;187;0.029123521;0.405048065;0.12620192;0.3116
NGO;187;0.029678254;0.473557678;0.09375;0.1980
NGO;187;0.029770711;0.534855774;0.10096154;0.1888
NGO;187;0.030417898;0.615384644;0.082932693;0.1348
NGO;187;0.031804734;0.567307678;0.096153847;0.1695
NGO;187;0.032821746;0.368990387;0.138221161;0.3746
NGO;187;0.032914203;0.356971161;0.259615387;0.7273
NGO;187;0.03337648;0.461538452;0.1875;0.4063
NGO;187;0.03337648;0.372596161;0.147836533;0.3968
NGO;187;0.03522559;0.525240356;0.11778846;0.2243
NGO;187;0.035318047;0.462740387;0.111778847;0.2416
NGO;187;0.035318047;0.724759644;0.090144234;0.1244
NGO;187;0.036242605;0.400240387;0.175480774;0.4384
NGO;187;0.038091715;0.776442322;0.098557693;0.1269
NGO;187;0.038091715;1.045673096;0.08653846;0.0828
NGO;187;0.038923816;0.657451904;0.114182693;0.1737
NGO;187;0.039571008;0.942307678;0.08653846;0.0918
NGO;187;0.039848371;0.972355774;0.087740387;0.0902
NGO;187;0.041512574;0.346153839;0.192307693;0.5556
NGO;187;0.041512574;0.62259613;0.193509613;0.3108
NGO;187;0.041974852;0.603365356;0.12379808;0.2052
NGO;187;0.043916422;0.61177887;0.302884613;0.4951
NGO;187;0.044101332;0.676682678;0.099759613;0.1474
NGO;187;0.045488164;0.633413452;0.106971153;0.1689
NGO;187;0.045857988;0.585336548;0.359375;0.6140
NGO;187;0.048446746;0.552884644;0.266826935;0.4826
NGO;187;0.051035504;0.377403839;0.252403839;0.6688
NGO;187;0.05297707;0.870192322;0.11057692;0.1271
NGO;187;0.053624262;0.837740356;0.11057692;0.1320
NGO;187;0.054363906;0.723557678;0.11658654;0.1611
NGO;187;0.059541422;0.605769226;0.150240387;0.2480
NGO;187;0.061298078;0.356971161;0.286057678;0.8013
NGO;187;0.061945266;0.759615356;0.15504808;0.2041
NGO;187;0.063517012;1.328125;0.103365387;0.0778
NGO;187;0.063609469;0.413461548;0.286057678;0.6919
NGO;187;0.068509617;0.920673096;0.295673065;0.3211
NGO;187;0.06860207;1.008413452;0.382211548;0.3790
NGO;187;0.069434172;0.679086548;0.15745192;0.2319
NGO;187;0.071838016;1.225961548;0.563701904;0.4598
NGO;187;0.08006657;1.408653809;0.11778846;0.0836
NGO;187;0.084411984;1.057692261;0.199519226;0.1886
NGO;187;0.08801775;1.003605774;0.222355774;0.2216
NGO;187;0.088849852;1.082932739;0.317307678;0.2930
NGO;187;0.091253695;1.006009644;0.598557678;0.5950
NGO;187;0.09375;0.945913452;0.318509613;0.3367
NGO;187;0.097355766;1.140625;0.258413452;0.2266
NGO;187;0.097818047;0.800480774;0.5625;0.7027
NGO;187;0.10142382;1.490384644;0.12379808;0.0831
NGO;187;0.109652367;1.096153809;0.174278839;0.1590
NGO;187;0.115846891;1.480769287;0.153846161;0.1039
NGO;187;0.123705625;1.200721191;0.433894226;0.3614
NGO;187;0.123890531;1.390625;0.530048096;0.3812
NGO;187;0.130085063;1.153846191;0.546875;0.4740
NGO;187;0.1364645;1.567307739;0.269230774;0.1718
NGO;187;0.184264047;1.100961548;0.301682678;0.2740
NGO;187;0.199334313;2.286057617;0.54447113;0.2382
NGO;187;0.242603547;1.876201904;0.364182678;0.1941
NGO;187;0.3020525;1.909855713;0.311298065;0.1630
NGO;187;0.366216719;1.665865356;0.659855774;0.3961
NGO;187;0.911612438;2.349759521;0.568509644;0.2419
NGO;188;0.000832101;0.07692308;0.018028847;0.2344
NGO;188;0.000924556;0.057692307;0.01923077;0.3333
NGO;188;0.001017012;0.087740387;0.03125;0.3562
NGO;188;0.001109467;0.08653846;0.024038462;0.2778
NGO;188;0.001201923;0.07692308;0.01923077;0.2500
NGO;188;0.00147929;0.144230774;0.018028847;0.1250
NGO;188;0.001756657;0.081730766;0.036057693;0.4412
NGO;188;0.001756657;0.081730766;0.033653847;0.4118
NGO;188;0.001849112;0.078125;0.04326923;0.5538
NGO;188;0.002034024;0.07692308;0.036057693;0.4687
NGO;188;0.002126479;0.09495192;0.049278847;0.5190
NGO;188;0.002218935;0.115384613;0.01923077;0.1667
NGO;188;0.002311391;0.06971154;0.03846154;0.5517
NGO;188;0.002403846;0.096153847;0.028846153;0.3000
NGO;188;0.002403846;0.084134613;0.049278847;0.5857
NGO;188;0.002403846;0.099759613;0.045673077;0.4578
NGO;188;0.002588757;0.081730766;0.03846154;0.4706
NGO;188;0.002588757;0.112980766;0.049278847;0.4362
NGO;188;0.002773669;0.138221161;0.037259617;0.2696
NGO;188;0.002866124;0.091346153;0.044471153;0.4868
NGO;188;0.003051035;0.091346153;0.048076923;0.5263
NGO;188;0.003143491;0.091346153;0.048076923;0.5263
NGO;188;0.003235947;0.125;0.05048077;0.4038
NGO;188;0.003235947;0.163461533;0.040865383;0.2500
NGO;188;0.003235947;0.07932692;0.048076923;0.6061
NGO;188;0.003513314;0.11658654;0.040865383;0.3505
NGO;188;0.003513314;0.145432693;0.03846154;0.2645
NGO;188;0.00379068;0.132211533;0.04326923;0.3273
NGO;188;0.003883136;0.118990387;0.057692307;0.4848
NGO;188;0.003975592;0.112980766;0.051682693;0.4574
NGO;188;0.004345414;0.097355766;0.067307693;0.6914
NGO;188;0.004345414;0.151442307;0.087740387;0.5794
NGO;188;0.004345414;0.191105774;0.03846154;0.2013
NGO;188;0.00443787;0.109375;0.066105766;0.6044
NGO;188;0.00443787;0.115384613;0.0625;0.5417
NGO;188;0.004807692;0.221153839;0.036057693;0.1630
NGO;188;0.004900148;0.20192308;0.05048077;0.2500
NGO;188;0.005454882;0.20192308;0.064903847;0.3214
NGO;188;0.005547337;0.15504808;0.057692307;0.3721
NGO;188;0.005732249;0.15625;0.046875;0.3000
NGO;188;0.00591716;0.10817308;0.08653846;0.8000
NGO;188;0.006286982;0.223557693;0.040865383;0.1828
NGO;188;0.006471894;0.1875;0.049278847;0.2628
NGO;188;0.006564349;0.293269226;0.037259617;0.1270
NGO;188;0.007488905;0.311298065;0.03966346;0.1274
NGO;188;0.007673816;0.356971161;0.044471153;0.1246
NGO;188;0.008228551;0.277644226;0.052884617;0.1905
NGO;188;0.009338018;0.335336548;0.051682693;0.1541
NGO;188;0.009430474;0.223557693;0.072115387;0.3226
NGO;188;0.009615385;0.308894226;0.05889423;0.1907
NGO;188;0.009892752;0.370192322;0.046875;0.1266
NGO;188;0.009985207;0.368990387;0.07091346;0.1922
NGO;188;0.010632396;0.295673065;0.057692307;0.1951
NGO;188;0.011002219;0.390625;0.072115387;0.1846
NGO;188;0.011002219;0.269230774;0.06971154;0.2589
NGO;188;0.011094675;0.432692322;0.048076923;0.1111
NGO;188;0.011279586;0.365384613;0.05528846;0.1513
NGO;188;0.011741864;0.161057693;0.12379808;0.7687
NGO;188;0.011741864;0.344951935;0.078125;0.2265
NGO;188;0.011741864;0.412259613;0.049278847;0.1195
NGO;188;0.011926775;0.413461548;0.048076923;0.1163
NGO;188;0.01201923;0.400240387;0.066105766;0.1652
NGO;188;0.012204142;0.387019226;0.052884617;0.1366
NGO;188;0.012389054;0.454326935;0.05528846;0.1217
NGO;188;0.012481509;0.347355774;0.09495192;0.2734
NGO;188;0.013128698;0.478365387;0.057692307;0.1206
NGO;188;0.013313609;0.337740387;0.115384613;0.3416
NGO;188;0.014423077;0.215144226;0.099759613;0.4637
NGO;188;0.014607988;0.59375;0.075721153;0.1275
NGO;188;0.014792899;0.247596161;0.104567307;0.4223
NGO;188;0.015440089;0.395432678;0.061298077;0.1550
NGO;188;0.015902367;0.385817322;0.072115387;0.1869
NGO;188;0.015902367;0.436298065;0.052884617;0.1212
NGO;188;0.016364645;0.62259613;0.049278847;0.0792
NGO;188;0.016364645;0.516826904;0.052884617;0.1023
NGO;188;0.016364645;0.443509613;0.061298077;0.1382
NGO;188;0.017011834;0.480769226;0.075721153;0.1575
NGO;188;0.017196746;0.399038452;0.097355766;0.2440
NGO;188;0.017289201;0.59375;0.061298077;0.1032
NGO;188;0.017289201;0.397836548;0.084134613;0.2115
NGO;188;0.017381656;0.82572113;0.052884617;0.0640
NGO;188;0.017381656;0.681490356;0.051682693;0.0758
NGO;188;0.017566568;0.598557678;0.064903847;0.1084
NGO;188;0.017843936;0.450721161;0.07091346;0.1573
NGO;188;0.018028846;0.336538452;0.09375;0.2786
NGO;188;0.018028846;0.462740387;0.072115387;0.1558
NGO;188;0.018121303;0.356971161;0.07091346;0.1987
NGO;188;0.018491125;0.501201935;0.067307693;0.1343
NGO;188;0.01858358;0.510817322;0.07091346;0.1388
NGO;188;0.018676035;0.586538452;0.05408654;0.0922
NGO;188;0.018860947;0.548076904;0.061298077;0.1118
NGO;188;0.019045857;0.534855774;0.073317307;0.1371
NGO;188;0.01923077;0.701923096;0.05408654;0.0771
NGO;188;0.019785504;0.206730774;0.143028839;0.6919
NGO;188;0.020155326;0.633413452;0.056490383;0.0892
NGO;188;0.020525148;0.324519226;0.13942308;0.4296
NGO;188;0.020525148;0.5;0.08653846;0.1731
NGO;188;0.020525148;0.258413452;0.109375;0.4233
NGO;188;0.020894971;0.737980774;0.097355766;0.1319
NGO;188;0.020987426;0.554086548;0.061298077;0.1106
NGO;188;0.021357248;0.337740387;0.135817307;0.4021
NGO;188;0.021357248;0.77884613;0.067307693;0.0864
NGO;188;0.021449705;0.495192322;0.149038467;0.3010
NGO;188;0.02237426;0.379807678;0.084134613;0.2215
NGO;188;0.022466717;0.495192322;0.081730766;0.1650
NGO;188;0.022651627;0.746394226;0.072115387;0.0966
NGO;188;0.022744082;0.53125;0.084134613;0.1584
NGO;188;0.022744082;0.675480774;0.05889423;0.0872
NGO;188;0.022836539;0.412259613;0.111778847;0.2711
NGO;188;0.023021449;0.539663452;0.088942307;0.1648
NGO;188;0.024315828;0.478365387;0.078125;0.1633
NGO;188;0.024408283;0.796875;0.120192307;0.1508
NGO;188;0.025055473;0.378605774;0.112980766;0.2984
NGO;188;0.025517752;0.61177887;0.099759613;0.1631
NGO;188;0.025517752;0.748798096;0.073317307;0.0979
NGO;188;0.025517752;0.56490387;0.09254808;0.1638
NGO;188;0.025980029;0.92427887;0.081730766;0.0884
NGO;188;0.026164941;0.864182678;0.081730766;0.0946
NGO;188;0.026442309;0.551682678;0.088942307;0.1612
